ProjectName,MeetingType,MeetingDate,MeetingYear,Status,ActionTaken,StartTime,StaffCode,Title,MinutesURL,DocDate,LocationName,Latitude,Longitude
General Council Business,Regular Council Meeting,2025-10-15,2025,Accepted,"Approved agenda | Approved consent agenda | Approved Village Staff and the Villages Lobbyists to request state funding for the following projects and funding amounts Sunny Goves Utility Extension Project - $800,000 Estero SportsPark Reuse Water Main Extension and Storage Tank - $800,000 Estero Parkway Reuse Water Main Extension - $800,000 Williams Road and Atlantic Gulf Drive Improvements - $800,000 | Approved Change Order No. 2 to Contract EC 2020-37 STA 1 and authorize the Village Manager to sign the Change Order No. 2 and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council | Adopted Ordinance No. 2025-11 | Adopted Ordinance No. 2025-12",9:30 am,DA/MI,Village Council Meeting Minutes — 2025-10-15,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/10152025.pdf,2025-10-15,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2024-11-06,2024,Accepted,"Approved agenda | Approved consent agenda with the correction of the minutes | Approved the renewal contracts with Ronald L. Book, P.A. (annual cost: $42,350) and JEJ & Associates, Inc. (annual cost: $43,560) to provide professional State Legislative and Executive Branch Lobbying Services for a one-year period. Grant the Village Manager the authority to reauthorize the renewal of these contracts for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $4,235 for Ronald L. Book, P.A. and $4,356 for JEJ & Associates, Inc. totaling $8,591 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contracts on behalf of the Village of Estero Council | Passed first reading and schedule second reading for November 6, 2024 | Approved Ordinance No. 2024-12 with the Council revisions | Approved Ordinance No. 2024-15",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-11-06,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10162024%20%20Minutes.pdf,2024-10-16,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2022-11-02,2022,Accepted,"Approved agenda | Approved the Consent Agenda | Adopted Resolution No. 2022-31 | Passed first reading of Ordinance No. 2022-13 and set second reading and public hearing for November 2, 2022 | Passed first reading of Ordinance No. 2022-14 and set second reading and public hearing for November 2, 2022 | Passed first reading of Ordinance No. 2022-15 and set second reading and public hearing for November 2, 2022 | Passed first reading of Ordinance No. 2022-16 and set second reading and public hearing for November 2, 2022 | Approved Ordinance No. 2022-09 | Approved 2022-10 with changes to language to allow only one free- standing fast-food restaurant, and revise conditions related to the buffer and the public gathering areas | Approved to continue this Ordinance No. 2022-11 until November 16, 2022 Council meeting | Approved to continue this Ordinance No. 2022-12 until November 2, 2022 Council meeting",9:30 am,DA/MI,Village Council Meeting Minutes — 2022-11-02,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/10192022%20minutes.pdf,2022-10-19,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2015-10-21,2015,Accepted,No action found,9:30 am,SS,Village Council Meeting Minutes — 2015-10-21,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/102115%20Regular%20Meeting%20Approved%20Minutes.pdf,2015-10-21,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2021-10-27,2021,Accepted,"Motion to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda | Approved motion to allow legal representative of homeowners' associations a limited time to speak on each item | Acknowledged based on substantial competent evidence and applicable laws the vesting for the use of ""multifamily low rise"" for the property owner Long Bay Partners, LLC only, as to use only. No vested rights exist for any specific number of units in the Town Center or the Proposed project and no vested right exist for an administrative (staff) final plan review process | Based on substantial competent evidence, affirmed the Staff's decision that a final plan approval is not an Administrative Decision and that a Minor Planned Development Amendment is necessary for the project",9:30 am,DA/MI,Village Council Meeting Minutes — 2021-10-27,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/10272021%20minutes.pdf,2021-10-27,Estero Village Hall,26.428500,-81.806800
General Council Business,Council Workshop,2015-10-28,2015,Accepted,No action found,9:30 am,KI/HA,Village Council Meeting Minutes — 2015-10-28,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/102815%20Workshop%20Approved%20Minutes.pdf,2015-10-28,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2023-11-15,2023,Accepted,"Approved agenda | Approved consent agenda with agenda | Approved the Second Amendment to Commercial Lease Agreement between Hamleg Corkscrew, LLC, and the Village of Estero, and to authorize the Village Manager to execute the Second Amendment for the Village | Approved EC 2019-66 Supplemental Task Authorization (STA) - 42 for the engagement of P&T Lawn and Tractor to construct and install a monument sign on US 41 at a total cost of $66,675, approve a contingency fund amount of $6,700 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council | Adopted Resolution No. 2023-28 | Passed first reading of Ordinance No. 2023-03 and set second reading for November 15, 2023",9:30 am,ON/CO,Village Council Meeting Minutes — 2023-11-15,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/11012023%20minutes.pdf,2023-11-01,Estero Village Hall,26.428500,-81.806800
Corkscrew Road,Regular Council Meeting,2022-11-02,2022,Accepted,"Approved agenda with item 6a deferred to the November 16th agenda | Approved the Consent Agenda | Passed first reading of Ordinance No. 2022-17 and set second reading and public hearing for November 16, 2022 | Approved Ordinance No. 2022-12 | Approved continuance of Ordinance 2022-13 until the November 16, 2022 Village Council Agenda | Approved Ordinance No. 2022-14 with the addition that the applicant will modify the proposed white color to a white tone acceptable to the Village staff | Approved Ordinance No. 2022-15 with staff conditions | Approved Ordinance No. 2022-16 with two changes; o ne to condition 8 regarding significant construction and the second to condition 7 to enhance the landscape along the linear park on Corkscrew Road with a bench on Via Coconut",9:30 am,ON/CO,Village Council Meeting Minutes — 2022-11-02,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/11022022%20minutes.pdf,2022-11-02,Corkscrew Rd / Puente Lane,26.431200,-81.784700
General Council Business,Regular Council Meeting,2025-11-19,2025,Accepted,"Approved agenda | Approved consent agenda | Approved staff recommends accepting the owner's request to release the Village's code enforcement lien against her property | Approved the purchase of 0.14 State Freshwater Herbaceous Mitigation Credits in the amount of $16,800 from the Big Cypress Mitigation Bank (the ""Bank"") for the Williams Rd./Atlantic Gulf Blvd. intersection improvement project and authorize the Village Manager to sign the Mitigation Credit Supply Agreement with the Big Cypress Mitigation Bank and other additional implementing documents on behalf of the Village of Estero Council | Adopted Ordinance No. 2025-14 on first reading and setting second reading and public hearing for November 19, 2025",9:30 am,DA/MI,Village Council Meeting Minutes — 2025-11-19,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/11052025.pdf,2025-11-05,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2024-11-20,2024,Accepted,"Approved agenda | Approved consent agenda | Approved Special Magistrate Services Agreement Between the Village of Estero and Patrick Neale, Esq | Approved the Agreement Between the Village of Estero and the Estero Forever Foundation for Management of the Happehatchee Complex, and to authorize the Village Manager to execute the agreement | Approved the Interlocal Agreement between the Village and County for acquisition of County Park land | Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000 | Approved Contract Number 24005 GMP Addendum No. 01 and staff is to come back to Council within 45 days with scope reduction and cost reduction for Council to review | Approved Contract Number 240004 GMP Addendum No. 01 with the adjustment of removing the sidewalk and making it mulch at a savings of $500,000 | Approved EC 2024-06 STA -07 in the amount of $97,500 for Florida Acquisition & Appraisal Inc. to provide acquisition services for the Williams Road ditch, approve a $9,750 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve a",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-11-20,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11062024%20minutes.pdf,2024-11-06,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2022-11-09,2022,Accepted,Approved motion to permit Councilmember Wilson and Vice Mayor McLain to participate remotely in Zoom Presentation | Approved agenda with the addition of a couple of Workshop items | Approved Resolution No. 2022-33 with the Mill rate 0.7500 | Approved Resolution No. 2022-34,9:30 am,ON/CO,Village Council Meeting Minutes — 2022-11-09,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/11092022%20minutes.pdf,2022-11-09,Estero Village Hall,26.428500,-81.806800
General Council Business,Special Called Meeting,2015-11-13,2015,Accepted,No action found,9:30 am,SS,Village Council Meeting Minutes — 2015-11-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/11132015%20minutes.pdf,2015-11-13,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2023-12-06,2023,Accepted,"Approved agenda | Approved consent agenda | Approved the ranking of construction management firms for RFP 2021-01 as recommended by the Village's selection committee. 1 - Wright Construction, 2 - Seagate, 3 - Manhattan, 4 - Brooks & Freund and authorize Village Staff to negotiate a contract with the top ranked firm | Approved Change Order Number 2 in the amount of $159,754.77 for Atkins to provide additional services to complete the design and permit of the Sandy Lake Bike/Ped Improvements | Passed first reading and set second reading for December 6, 2023 | Passed second reading of Ordinance No. 2023-03 with the recommended changes from the Planning Zoning and Design Board of changing the size of the accessory garage to 580 square feet instead of 500 square feet, strike the language ""may not exceed two doors and two bays"", and on page 2 number 2 change 240 square feet to 280 square feet",9:30 am,ON/IN,Village Council Meeting Minutes — 2023-12-06,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/11152023%20minutes.pdf,2023-11-15,Estero Village Hall,26.428500,-81.806800
General Council Business,Council Workshop,2015-11-16,2015,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2015-11-16,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/111615%20Workshop%20Approved%20Minutes.pdf,2015-11-16,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2022-11-16,2022,Accepted,"Approved agenda | Approved the Consent Agenda | Approved Greater Estero Chamber of Commerce approval of financial support of $12,500 remaining balance for Strategic Plans for Future Growth and Impact | Approved Resolution No. 2022-35 | Approved Resolution No. 2022-36 | Approved Ordinance No. 2022-11 with conditions including the revision to condition 13 for Option 1 | Adopted Ordinance No. 2022-13 as amended by the ""Revised Option"" language in handout dated November 15, 2022 | Adopted Ordinance No. 2022-17",9:30 am,ON/CO,Village Council Meeting Minutes — 2022-11-16,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/11162022%20minutes.pdf,2022-11-16,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2015-11-18,2015,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2015-11-18,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/111815%20Regular%20Meeting%20Approved%20Minutes.pdf,2015-11-18,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2024-12-04,2024,Accepted,"Approved agenda with the addition of Workshop item regarding Sports Center | Approved consent agenda | Tabled Resolution No. 2024-21 | Adopted Resolution No. 2024-22 with the change to the fund balance carry-over for the driving range funds of $21,566 | Approved Task Order for permitting and engineering study services between the Village of Estero and JR Evans Engineering, P.A | Authorize the Village Manager to execute the Federally Funded Subaward and Grant Agreement for Hurricane Milton between the Village of Estero and the State of Florida | Approved Ordinance No. 2024-08",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-12-04,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11202024%20minutes.pdf,2024-11-20,Estero Village Hall,26.428500,-81.806800
General Council Business,Council Workshop,2015-11-23,2015,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2015-11-23,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/112315%20Workshop%20Approved%20Minutes.pdf,2015-11-23,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2023-02-01,2023,Accepted,Motion to permit Mayor Errington to participate remotely in Zoom Presentation | Approved agenda | Approved the Consent Agenda,9:30 am,ON/CO,Village Council Meeting Minutes — 2023-02-01,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/1182023%20minutes.pdf,2023-01-18,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2015-12-02,2015,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2015-12-02,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/120215%20Regular%20Meeting%20Approved%20Minutes.pdf,2015-12-02,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2025-12-03,2025,Accepted,"Approved agenda | Approved consent agenda | Adopted Resolution No. 2025-27 | Adopted Resolution No. 2025-28 | Adopted Resolution No 2025-24 and authorize the Village Manager to execute the related Interlocal Agreement with the Lee County Property Appraiser to administer the assessment process | Adopted Resolution No. 2025-25 and authorize the Village Manager to execute the related Interlocal Agreement with the Lee County Property Appraiser to administer the assessment process | Adopted Ordinance No. 2025-16 on first reading and to schedule a second reading and public hearing for December 17, 2025 | Adopted Ordinance No. 2025-13",9:30 am,DA/MI,Village Council Meeting Minutes — 2025-12-03,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/12032025.pdf,2025-12-03,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2024-12-18,2024,Accepted,"Approved agenda | Approved consent agenda | Approved the final Sports Park Master Plan | Approved motion to accept the Standard & Poor's General Obligation Bond Rating for the Village of Estero | Approved motion to table the first reading as documents are not in final form | Approved motion to authorize the Village Manager to execute a settlement agreement to resolve the current litigation cases entitled Wyrofsky, et al. v. Village of Estero, et al., to the extent the settlement terms do not require the payment of Village funds or significant deviations from the previously-approved project terms",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-12-18,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/12042024%20minutes.pdf,2024-12-04,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2024-01-03,2024,Accepted,"Approved agenda | Approved consent agenda | Approved Ordinance No. 2023-09 | Approved Ordinance No. 2023-08 | Approved motion to support and encourage the applicant, Mark Novitski, to represent Village of Estero at the Lee County MPO Citizen Advisory Committee Application (CAC) | Approved Construction Manager At Risk agreement between Village of Estero and Wright Construction Group, Inc. and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary, except for the Guaranteed Maximum Price amendment, which will be approved by Council, at a later date | Approved award of Supplemental Task Authorization 02 to Contract EC 2022-35 to Kimley Horn to provide preliminary design services for the River Oaks Preserve for $97,900, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",9:30 am,ON/IN,Village Council Meeting Minutes — 2024-01-03,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/12062023%20minutes.pdf,2023-12-06,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2022-12-07,2022,Accepted,"Motion to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda | Approved the Consent Agenda | Approved initiation of the rezoning process for Village-owned property on the north side of Williams Road | Approved the contract with Vieste, LLC for the Williams Road Mixed- Use Development Project and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council | Approved Resolution No. 2022-12 | Approved Resolution No. 2022-32 | Approved award of Supplemental Task Authorization 01 to Contract EC 2022-29 to Weston & Sampson to prepare a reclaimed water feasibly study for The Village of Estero for $70,500, approve a $7,100 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing, documents within the scope of the STA on behalf of the Village of Estero Council | Approved award of Supplemental Task Authorization 02 to Contract EC 2022-38 to Johnson Engineering to provide water monitoring services for The Village of Estero for $91,776, approve a $8,224 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",9:30 am,ON/CO,Village Council Meeting Minutes — 2022-12-07,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/12072022%20minutes.pdf,2022-12-07,Estero Village Hall,26.428500,-81.806800
General Council Business,Council Workshop,2015-12-11,2015,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2015-12-11,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/121115%20Workshop%20Approved%20Minutes.pdf,2015-12-11,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2023-12-13,2023,Accepted,"Affirmed the decision of the Planning Zoning & Design Board to issue the development order, including the conditions that have been set forth therein",9:30 am,TS/AF,Village Council Meeting Minutes — 2023-12-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/12132023%20minutes.pdf,2023-12-13,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2015-12-16,2015,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2015-12-16,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/121615%20Regular%20Meeting%20Approved%20Minutes.pdf,2015-12-16,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-01-09,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-01-09,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-09%20Council%20Meeting%20Approved%20Minutes.pdf,2019-01-09,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-01-23,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-01-23,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-23%20Council%20Meeting%20Approved%20Minutes.pdf,2019-01-23,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-01-30,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-01-30,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-30%20Council%20Meeting%20Approved%20Minutes.pdf,2019-01-30,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-02-06,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-02-06,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-06,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-02-20,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-02-20,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf,2019-02-20,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-03-06,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-03-06,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-03-06%20Council%20Meeting%20Approved%20Minutes.pdf,2019-03-06,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-03-20,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-03-20,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-03-20%20Council%20Meeting%20Approved%20Minutes.pdf,2019-03-20,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-04-03,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-04-03,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-04-03%20Council%20Meeting%20Approved%20Minutes.pdf,2019-04-03,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-04-24,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-04-24,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-04-24%20Council%20Meeting%20Approved%20Minutes.pdf,2019-04-24,Estero Village Hall,26.428500,-81.806800
General Council Business,Regular Council Meeting,2019-05-01,2019,Accepted,No action found,9:30 am,null,Village Council Meeting Minutes — 2019-05-01,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-05-01%20Council%20Meeting%20Approved%20Minutes.pdf,2019-05-01,Estero Village Hall,26.428500,-81.806800
Septic to Sewer,Regular Council Meeting,2016-06-08,2016,Accepted,"Approved Councilmember Levitan's attendance via teleconference | Approved the agenda, with the addition of Agenda Item 10 (c) Resolution No. 2019-15 | Approved the Consent Agenda | Adopted Resolution No. 2019-12 | Adopted Resolution No. 2019-13 | Continued first reading of Ordinance No. 2019-27 and referred it to the Design Review Board to review the concems/issues that Councilmembers raised related to: the lack of details in the Pattern Book; landscaping buffer (berm) details on the north side of the property; additional detail on landscaping along Corkscrew Road and Three Oaks Parkway; the failing condition of the roadway in front of the property; utilities shielding; information related to the opening date of the business and how it coincides with the interchange improvements; reduction of parking spaces and possibility of increasing the number of handicap spaces; vehicle stacking; improvement to the building architecture, specifically the flat surfaces; minimal amount of outdoor seats; and the site plan | Passed first reading of Ordinance No. 2019-28 | Approved Supplemental Task Authorization (STA)-l under CN 2018-02 Miscellaneous Professional Services to Banks Engineering to perform a suite of design services for the Water and Sewer Expansion Project | Tabled this agenda item until the Staff can get more information. Village Council Meeting Final Action Agenda/Minutes - September 4, 2019 Page 6 of 8 | Adopted Resolution No. 2019-15",9:30 am,DA/MI,Village Council Meeting Minutes — 2016-06-08,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-09-04%20Council%20Meeting%20Approved%20Minutes.pdf,2019-09-04,Broadway Avenue East UEP,26.442000,-81.805400
General Council Business,Regular Council Meeting,2020-05-27,2020,Accepted,"Approved the Comprehensive Annual Financial Report | Adopted Resolution No. 2020-02 | 1) Approved award ofRequest for Bids No. RFB 2020-04 Street Sweeping for the Village ofEstero to USA Services ofFlorida, Inc. to provide street sweeping services as provided in the contract for a one-year period, at the rates listed in the contract. 2) Authorized the Village Manager to execute the contract documents on behalfofthe Village ofEstero Council. 3) Granted the Village Manager the authority to renegotiate and execute the renewal ofthis contract for three (3) additional one (1) year terms under the same terms and conditions, ifdoing so is in the best interest ofthe Village ofEstero | Authorized the Village Manager to proceed to litigation and directed staffto explore whether or not this is a code violation and, ifso, to take appropriate action immediately on the code violation | Adopted Resolution No. 2020-03 with the recognition that Council was complying with Ordinance No. 2018-08 dealing with what happens when there is an emergency; however, Sections 8 (a), (b) and (c) ofOrdinance No. 2018-08 are not included in the declaration ofemergency | The Village Manager, with consultation with the Mayor, will determine when the next substantive Council meeting will be. If there is a need to have a meeting due to an emergency, it will be taken care ofvia telephone",9:30 am,DA/MI,Village Council Meeting Minutes — 2020-05-27,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-03-18%20Council%20Meeting%20Approved%20Minutes.pdf,2020-03-18,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-01-13,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-01-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/01132026%20PZDB%20Minutes.pdf,2026-01-13,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-02-10,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-02-10,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/02102026%20PZDB%20Minutes.pdf,2026-02-10,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-03-10,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-03-10,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/03102026%20PZDB%20Minutes.pdf,2026-03-10,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-04-14,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-04-14,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/04142026%20PZDB%20Minutes.pdf,2026-04-14,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-05-12,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-05-12,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/05122026%20PZDB%20Minutes.pdf,2026-05-12,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-06-09,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-06-09,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/06092026%20PZDB%20Minutes.pdf,2026-06-09,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-07-14,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-07-14,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/07142026%20PZDB%20Minutes.pdf,2026-07-14,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-08-11,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-08-11,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/08112026%20PZDB%20Minutes.pdf,2026-08-11,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-09-08,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-09-08,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/09082026%20PZDB%20Minutes.pdf,2026-09-08,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-10-13,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-10-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/10132026%20PZDB%20Minutes.pdf,2026-10-13,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-11-10,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-11-10,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/11102026%20PZDB%20Minutes.pdf,2026-11-10,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2026-12-08,2026,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2026-12-08,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/12082026%20PZDB%20Minutes.pdf,2026-12-08,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,PZDB Meeting,2025-01-14,2025,Pending,No action extracted - verify PDF,null,null,PZ&DB Meeting Minutes — 2025-01-14,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/01142025%20PZDB%20Minutes.pdf,2025-01-14,Estero Village Hall,26.428500,-81.806800
